algorithm,input_file,output_file,running_time_s,max_cpu_mb,max_gpu_mb,optimal_triplet_score,normalized_triplet_score,exit_code
stelar-x,all_gt_bs_rooted_48.tre,out-48.tre,2.720,317.812,107.520,5258844.0,0.608099,0
